"","country","points","price","province","variety"
"112775","France",89,NA,"Loire Valley","Sauvignon Blanc"
"74449","France",90,27,"Provence","Bordeaux-style Red Blend"
"105012","US",84,12,"California","Gewürztraminer"
"129528","US",83,7,"California","Pinot Grigio"
"99772","US",88,28,"California","Pinot Noir"
"89015","US",89,55,"Washington","Syrah"
"54212","US",86,26,"California","Merlot"
"113209","US",90,18,"Washington","Red Blend"
"52249","Chile",85,10,"Maule Valley","Sauvignon Blanc"
"11701","Italy",87,21,"Southern Italy","Red Blend"
"6213","Portugal",89,30,"Lisboa","Tinta Roriz"
"24250","Italy",91,32,"Sicily & Sardinia","Red Blend"
"91458","Argentina",84,15,"Mendoza Province","Chardonnay"
"11046","Spain",85,14,"Central Spain","Red Blend"
"96569","Chile",90,28,"Maule Valley","Red Blend"
"61602","US",87,25,"California","Pinot Noir"
"28548","Chile",90,26,"Colchagua Valley","Cabernet Sauvignon"
"33186","France",86,NA,"Burgundy","Pinot Noir"
"86986","US",88,30,"California","Chardonnay"
"141903","US",81,22,"California","Sauvignon Blanc"
"63545","US",83,20,"California","Chardonnay"
"12621","Spain",84,16,"Catalonia","Sparkling Blend"
"75003","France",85,17,"Alsace","Pinot Blanc"
"130637","Italy",93,90,"Northeastern Italy","Chardonnay"
"22545","US",91,16,"California","Cabernet Sauvignon"
"103506","Italy",86,29,"Piedmont","Barbera"
"120585","Italy",92,NA,"Piedmont","Barbera"
"90097","Italy",90,NA,"Veneto","Corvina, Rondinella, Molinara"
"78818","US",87,65,"California","Cabernet Sauvignon"
"25159","US",88,17,"Oregon","Rosé"
"48830","US",88,38,"California","Bordeaux-style Red Blend"
"28849","US",94,60,"Washington","Syrah"
"106584","Australia",85,13,"Victoria","Red Blend"
"94065","US",83,21,"California","Tempranillo"
"43228","US",88,34,"California","Pinot Noir"
"51837","Argentina",87,17,"Mendoza Province","Pinot Noir"
"90558","US",85,55,"California","Pinot Noir"
"130699","US",83,18,"California","Zinfandel"
"21084","France",92,NA,"Bordeaux","Bordeaux-style White Blend"
"67896","US",86,30,"California","Red Blend"
"60319","Austria",87,11,"Burgenland","Grüner Veltliner"
"130942","US",92,90,"California","Cabernet Blend"
"57370","Argentina",88,19,"Mendoza Province","Malbec"
"140856","US",84,34,"California","Cabernet Sauvignon"
"69341","France",84,45,"Burgundy","Chardonnay"
"98748","US",86,13,"California","Chardonnay"
"28568","Portugal",90,23,"Minho","Portuguese White"
"44215","US",85,27,"Oregon","Pinot Noir"
"69278","France",90,25,"Loire Valley","Sauvignon Blanc"
"126470","US",92,22,"Washington","Chardonnay"
"96287","Chile",86,12,"Maipo Valley","Carmenère"
"71098","Spain",88,90,"Northern Spain","Mencía"
"38310","France",86,14,"Alsace","White Blend"
"129552","Italy",92,41,"Southern Italy","Aglianico"
"141049","Italy",90,50,"Tuscany","Sangiovese"
"89384","US",82,16,"California","Syrah"
"17237","France",87,34,"Rhône Valley","Rhône-style Red Blend"
"36400","US",90,24,"California","Pinot Noir"
"78141","Italy",88,12,"Tuscany","Red Blend"
"119492","US",95,46,"California","Pinot Noir"
"77423","France",90,NA,"Bordeaux","Bordeaux-style Red Blend"
"98841","Germany",88,37,"Baden","Pinot Noir"
"13404","Italy",90,NA,"Piedmont","Nebbiolo"
"147845","Italy",87,12,"Northeastern Italy","Pinot Grigio"
"125745","Italy",87,NA,"Piedmont","Barbera"
"62856","US",85,10,"California","Chardonnay"
"100922","Spain",87,40,"Northern Spain","Tempranillo Blend"
"19745","Italy",92,52,"Veneto","Corvina, Rondinella, Molinara"
"26664","US",97,130,"California","Cabernet Sauvignon"
"109095","US",92,65,"California","Pinot Noir"
"73119","France",86,495,"Champagne","Champagne Blend"
"82642","US",90,38,"California","Red Blend"
"21422","Italy",96,55,"Tuscany","White Blend"
"91635","Spain",92,24,"Catalonia","Red Blend"
"24957","Spain",89,42,"Northern Spain","Red Blend"
"130421","US",83,45,"California","Cabernet Sauvignon"
"20930","Italy",88,NA,"Veneto","Corvina, Rondinella, Molinara"
"71332","Austria",90,NA,"Neusiedlersee-Hügelland","Riesling"
"146654","South Africa",87,17,"Stellenbosch","Chardonnay"
"139353","Argentina",85,10,"Mendoza Province","Sauvignon Blanc"
"104050","Portugal",88,19,"Alentejano","Portuguese Red"
"51564","Italy",86,18,"Veneto","Corvina, Rondinella, Molinara"
"62020","Italy",92,90,"Veneto","Corvina, Rondinella, Molinara"
"76851","US",87,14,"Washington","Chardonnay"
"87315","US",90,48,"California","Pinot Noir"
"82739","Italy",86,19,"Central Italy","Montepulciano"
"99403","US",92,60,"Washington","Sangiovese"
"2101","France",90,16,"Southwest France","Malbec-Merlot"
"6257","Austria",90,22,"Weinviertel","Grüner Veltliner"
"148846","US",88,20,"California","Chardonnay"
"46267","Italy",88,NA,"Tuscany","Red Blend"
"145179","France",89,NA,"Bordeaux","Bordeaux-style Red Blend"
"69198","Italy",85,15,"Southern Italy","Rosé"
"136241","France",91,42,"Loire Valley","Cabernet Franc"
"41399","Portugal",87,14,"Bairrada","Portuguese White"
"64474","US",82,32,"California","Zinfandel"
"145976","US",93,45,"California","Cabernet Sauvignon"
"113447","US",83,30,"California","Pinot Noir"
"143359","Australia",87,14,"Victoria","Chardonnay"
"131135","Italy",93,80,"Tuscany","Red Blend"
"82868","France",93,105,"Burgundy","Pinot Noir"
"115228","France",89,22,"Loire Valley","Sauvignon Blanc"
"9454","US",84,40,"California","Cabernet Sauvignon"
"67003","US",86,18,"California","Zinfandel"
"107187","Portugal",84,8,"Alentejano","Portuguese White"
"36715","France",84,12,"Burgundy","Aligoté"
"120830","US",93,42,"California","Viognier"
"16061","Austria",89,14,"Donauland","Grüner Veltliner"
"136708","South Africa",89,40,"Western Cape","Shiraz"
"50254","US",84,5,"Oregon","Riesling"
"23558","France",87,12,"Bordeaux","Bordeaux-style White Blend"
"109236","US",96,50,"California","Chardonnay"
"140878","Australia",84,28,"South Australia","Pinot Noir"
"75561","US",89,28,"Washington","Cabernet Sauvignon"
"108940","US",94,75,"Washington","Cabernet Sauvignon"
"49399","France",90,56,"Rhône Valley","Rhône-style Red Blend"
"67031","France",87,20,"Languedoc-Roussillon","Rhône-style Red Blend"
"43612","Italy",88,27,"Northeastern Italy","Kerner"
"129708","US",84,15,"New York","Bordeaux-style Red Blend"
"58444","New Zealand",89,18,"Marlborough","Riesling"
"124895","US",89,22,"Washington","Grenache"
"120242","Italy",93,60,"Tuscany","Red Blend"
"39859","US",93,30,"California","Grüner Veltliner"
"128302","US",85,26,"California","Cabernet Sauvignon"
"134850","Argentina",82,9,"Mendoza Province","Merlot"
"40373","Italy",91,22,"Tuscany","Sangiovese"
"60424","Spain",89,80,"Catalonia","Red Blend"
"64298","Portugal",92,29,"Bucelas","Arinto"
"148838","France",88,17,"Alsace","Pinot Blanc"
"93436","France",90,65,"France Other","Viognier"
"31991","US",87,35,"Washington","Cabernet Sauvignon"
"116195","South Africa",84,10,"Western Cape","Sauvignon Blanc"
"113076","Spain",89,77,"Northern Spain","Tinto del Pais"
"349","Germany",91,39,"Rheinhessen","Silvaner"
"112894","New Zealand",91,45,"Central Otago","Pinot Noir"
"23422","Ukraine",85,13,"Ukraine","Sparkling Blend"
"10173","US",88,26,"California","Sauvignon Blanc"
"59877","Italy",90,30,"Tuscany","Sangiovese"
"150775","US",91,30,"California","Chardonnay"
"138364","France",85,20,"Alsace","Riesling"
"81767","France",91,29,"Provence","Rosé"
"43322","Portugal",89,NA,"Douro","Portuguese White"
"108668","Italy",81,20,"Veneto","Prosecco"
"150148","Chile",86,8,"Colchagua Valley","Cabernet Sauvignon"
"1477","Israel",90,40,"Galilee","Cabernet Sauvignon"
"120086","Argentina",83,18,"Mendoza Province","Syrah"
"135778","US",87,38,"California","Pinot Noir"
"145574","US",89,42,"Oregon","Pinot Noir"
"69300","Spain",90,29,"Northern Spain","Tempranillo"
"115305","US",91,75,"Oregon","Pinot Noir"
"3393","US",88,18,"California","Red Blend"
"107639","US",90,56,"California","Bordeaux-style Red Blend"
"116324","US",83,13,"California","Rosé"
"87958","US",88,70,"California","Cabernet Sauvignon"
"31992","Italy",87,15,"Veneto","Red Blend"
"24664","US",89,30,"Washington","Malbec"
"73739","US",85,15,"California","Merlot"
"5976","US",90,45,"California","Petite Sirah"
"140601","US",87,20,"California","Chardonnay"
"31105","France",87,16,"Burgundy","Chardonnay"
"67937","Argentina",83,17,"Mendoza Province","Chardonnay-Viognier"
"14905","Italy",86,NA,"Tuscany","Sangiovese Grosso"
"84971","US",90,21,"Washington","Viognier"
"118319","US",83,10,"Oregon","Chardonnay"
"132279","Italy",91,32,"Tuscany","Red Blend"
"3285","Portugal",87,10,"Alentejano","Syrah"
"143755","US",85,16,"California","Chenin Blanc"
"111996","Chile",92,22,"Maipo Valley","Shiraz"
"12363","France",87,25,"Bordeaux","Bordeaux-style Red Blend"
"34839","Italy",87,NA,"Piedmont","Nebbiolo"
"23199","US",88,18,"California","Cabernet Sauvignon"
"27040","Austria",90,50,"Burgenland","Chardonnay"
"48327","US",87,44,"California","Cabernet Sauvignon"
"79299","US",85,20,"Washington","Sémillon"
"103597","Italy",85,NA,"Veneto","Sparkling Blend"
"91274","US",88,50,"California","Cabernet Sauvignon"
"97584","Spain",87,15,"Catalonia","Sparkling Blend"
"91401","US",84,18,"California","Chardonnay"
"144833","US",90,15,"California","Sauvignon Blanc"
"133177","Portugal",90,NA,"Terras do Sado","Touriga Nacional Blend"
"24630","US",89,38,"California","Syrah"
"121187","New Zealand",91,22,"Marlborough","Sauvignon Blanc"
"145066","US",85,48,"California","Pinot Noir"
"105725","France",86,NA,"Loire Valley","Cabernet Franc"
"86319","Greece",86,28,"Nemea","Agiorgitiko"
"85356","Portugal",91,30,"Setubal","Antão Vaz"
"73416","US",86,24,"California","Touriga Nacional"
"147017","US",87,18,"California","Sauvignon Blanc"
"124556","US",89,16,"California","Syrah"
"143337","Chile",81,8,"Maule Valley","Syrah"
"64811","Macedonia",85,25,"Tikves","Vranec"
"75570","US",89,40,"California","Chardonnay"
"93160","US",84,15,"California","Cabernet Sauvignon"
"81545","US",89,11,"California","Chenin Blanc"
"13864","US",91,54,"California","Pinot Noir"
"73248","Spain",91,36,"Northern Spain","Tempranillo"
"67315","US",86,28,"Washington","Red Blend"
"143467","US",86,9,"California","Chardonnay"
"49859","US",87,40,"California","Bordeaux-style Red Blend"
"41992","Italy",89,30,"Northeastern Italy","Pinot Grigio"
"41703","France",92,24,"Alsace","Pinot Gris"
"120153","US",93,45,"Oregon","Bordeaux-style Red Blend"
"23141","US",88,15,"California","Red Blend"
"86162","Spain",92,52,"Northern Spain","Tempranillo"
"129183","New Zealand",85,15,"Hawke's Bay","Chardonnay"
"79175","France",91,68,"Burgundy","Pinot Noir"
"67224","New Zealand",88,NA,"Moutere","Riesling"
"104932","US",92,65,"California","Pinot Noir"
"30224","Austria",86,10,"Weinland Österreich","Rosé"
"127065","Italy",85,13,"Veneto","Prosecco"
"58476","US",92,19,"California","Zinfandel"
"49300","US",87,45,"California","Syrah"
"64617","US",91,45,"Washington","Syrah"
"107260","Italy",88,20,"Tuscany","Red Blend"
"52870","France",93,78,"Burgundy","Chardonnay"
"42206","Italy",87,12,"Veneto","Glera"
"84856","Chile",83,11,"Casablanca Valley","Chardonnay"
"141108","US",87,NA,"California","Cabernet Sauvignon"
"80812","New Zealand",86,17,"Nelson","Sauvignon Blanc"
"123004","Italy",89,19,"Piedmont","Barbera"
"12599","US",87,30,"California","Rosé"
"129597","US",84,32,"California","Zinfandel"
"4974","Italy",88,20,"Piedmont","Barbera"
"81642","Italy",85,NA,"Veneto","Red Blend"
"120422","South Africa",86,16,"Breedekloof","Chardonnay"
"145358","US",85,24,"Washington","Red Blend"
"46252","Austria",91,19,"Wachau","Grüner Veltliner"
"76694","France",89,20,"Bordeaux","Bordeaux-style Red Blend"
"57184","US",82,8,"California","Zinfandel"
"26442","Portugal",84,7,"Alentejano","Portuguese White"
"91234","Cyprus",84,12,"Kathikas","Red Blend"
"80407","US",92,40,"Washington","Chardonnay"
"86907","Italy",86,20,"Veneto","Corvina, Rondinella, Molinara"
"22438","US",92,15,"California","Cabernet Sauvignon"
"36086","US",92,125,"California","Cabernet Sauvignon"
"91954","Argentina",85,14,"Mendoza Province","Chardonnay"
"28512","Spain",89,42,"Northern Spain","Tempranillo"
"148689","US",91,41,"California","Merlot"
"31778","US",88,28,"Washington","Red Blend"
"42151","US",84,21,"California","Merlot"
"95475","Spain",86,18,"Levante","Red Blend"
"104816","Italy",93,86,"Piedmont","Nebbiolo"
"78840","Chile",87,22,"Casablanca Valley","Pinot Noir"
"105722","Chile",86,14,"Aconcagua Valley","Cabernet Sauvignon"
"122900","Greece",86,15,"Mantinia","Moschofilero"
"64102","France",87,15,"Languedoc-Roussillon","Sparkling Blend"
"40177","Italy",87,17,"Central Italy","Verdicchio"
"125738","South Africa",87,14,"Stellenbosch","Shiraz"
"5733","US",88,35,"California","Red Blend"
"82749","Italy",87,24,"Piedmont","Moscato"
"62999","US",89,35,"California","Chardonnay"
"139149","Italy",94,85,"Tuscany","White Blend"
"84218","France",84,13,"Languedoc-Roussillon","Pinot Noir"
"72536","Austria",85,10,"Niederösterreich","Rosé"
"50366","Italy",89,NA,"Central Italy","Verdicchio"
"41170","Portugal",88,24,"Douro","Portuguese White"
"125945","US",84,35,"New Mexico","Dolcetto"
"137174","France",91,112,"Rhône Valley","Syrah"
"140876","Portugal",84,8,"Estremadura","Portuguese White"
"108738","Spain",86,25,"Galicia","Albariño"
"126698","US",84,28,"California","Rhône-style White Blend"
"73887","US",84,13,"Washington","Chardonnay"
"46230","US",89,25,"California","Malbec"
"96698","France",87,NA,"Southwest France","Sauvignon Blanc"
"139158","Portugal",94,49,"Port","Port"
"63693","US",85,36,"California","Zinfandel"
"86962","Italy",91,NA,"Piedmont","Nebbiolo"
"3092","US",91,32,"California","Chardonnay"
"115920","France",90,40,"Burgundy","Chardonnay"
"110191","US",87,28,"Washington","Tempranillo"
"108778","Italy",87,14,"Veneto","Prosecco"
"34853","Argentina",87,11,"Mendoza Province","Chardonnay"
"12938","Portugal",92,150,"Alentejo","Alicante Bouschet"
"20744","Portugal",83,8,"Alentejo","Portuguese Red"
"49007","US",87,36,"California","Red Blend"
"145596","Italy",90,19,"Northeastern Italy","Pinot Grigio"
"113809","France",89,30,"Loire Valley","Sauvignon Blanc"
"37626","US",87,39,"California","Zinfandel"
"57290","Portugal",93,NA,"Douro","Portuguese Red"
"110192","US",87,25,"California","Zinfandel"
"95101","Chile",87,19,"Colchagua Valley","Syrah"
"48893","US",90,45,"California","Pinot Noir"
"38671","Italy",88,40,"Central Italy","Red Blend"
"12550","US",92,60,"Washington","Red Blend"
"104870","Spain",85,5,"Northern Spain","Syrah"
"116667","France",93,59,"Burgundy","Chardonnay"
"46446","US",91,75,"California","Pinot Noir"
"139303","New Zealand",86,17,"Marlborough","Sauvignon Blanc"
"43140","France",88,NA,"Bordeaux","Bordeaux-style Red Blend"
"119428","US",94,50,"Washington","Syrah"
"14577","US",96,75,"California","Pinot Noir"
"123171","Italy",89,22,"Veneto","Prosecco"
"28787","US",88,10,"Washington","Red Blend"
"88262","Italy",90,30,"Northeastern Italy","Pinot Nero"
"29760","US",93,65,"California","Pinot Noir"
"56545","Italy",87,60,"Tuscany","Red Blend"
"62109","Chile",85,11,"Casablanca Valley","Chardonnay"
"142761","US",88,18,"California","Red Blend"
"101491","Australia",89,21,"Western Australia","Bordeaux-style Red Blend"
"27522","Italy",88,40,"Tuscany","Sangiovese"
"36142","France",83,24,"Burgundy","Chardonnay"
"84421","France",94,80,"Champagne","Champagne Blend"
"146153","US",86,13,"California","Cabernet Sauvignon"
"113795","Argentina",89,13,"Mendoza Province","Malbec"
"2245","Germany",90,42,"Baden","Pinot Noir"
"26197","US",83,13,"New Mexico","Sparkling Blend"
"115316","Germany",90,38,"Mosel-Saar-Ruwer","Riesling"
"139708","Australia",90,100,"South Australia","Shiraz"
"27435","US",85,45,"California","Pinot Noir"
"116133","Spain",84,19,"Galicia","Albariño"
"66153","US",93,39,"Oregon","Pinot Noir"
"146112","France",88,43,"Champagne","Champagne Blend"
"99927","Italy",88,NA,"Piedmont","Barbera"
"97457","US",89,60,"Washington","Red Blend"
"84922","US",88,40,"California","Pinotage"
"77304","US",91,45,"Washington","Red Blend"
"131341","Argentina",93,90,"Other","Red Blend"
"17417","Argentina",88,100,"Mendoza Province","Malbec"
"90170","US",88,90,"California","Cabernet Sauvignon"
"3820","Germany",89,20,"Mosel","Riesling"
"51744","Germany",93,95,"Mosel","Riesling"
"136656","Italy",87,24,"Northeastern Italy","Friulano"
"5697","US",92,70,"California","Pinot Noir"
"123259","France",89,NA,"France Other","Tannat"
"100020","France",90,NA,"Loire Valley","Chenin Blanc"
"75841","Portugal",89,16,"Tejo","Touriga Nacional-Cabernet Sauvignon"
"149918","New Zealand",85,12,"Hawke's Bay","Sauvignon Blanc"
"23326","US",87,18,"California","Cabernet Sauvignon"
"98600","Italy",87,25,"Central Italy","Red Blend"
"34826","France",88,NA,"Alsace","Pinot Gris"
"123870","US",89,35,"California","Pinot Noir"
"25224","US",88,48,"California","Syrah"
"100194","France",91,93,"Champagne","Champagne Blend"
"65330","Italy",97,170,"Tuscany","White Blend"
"91429","Italy",87,45,"Piedmont","Nebbiolo"
"6673","US",88,30,"Oregon","Pinot Noir"
"115496","France",92,120,"Burgundy","Chardonnay"
"68780","US",87,22,"California","Zinfandel"
"145199","France",89,NA,"Bordeaux","Bordeaux-style Red Blend"
"103081","France",84,NA,"Loire Valley","Chenin Blanc"
"3178","US",90,24,"California","Sangiovese"
"81127","US",93,45,"California","Pinot Noir"
"149344","Argentina",86,11,"Mendoza Province","Malbec"
"31187","US",89,40,"California","Red Blend"
"4287","Italy",88,25,"Tuscany","Red Blend"
"110441","Italy",90,60,"Veneto","Corvina, Rondinella, Molinara"
"144519","France",91,120,"Champagne","Champagne Blend"
"36052","Spain",87,9,"Northern Spain","White Blend"
"125530","Italy",85,9,"Central Italy","Chardonnay"
"1541","Portugal",84,NA,"Tejo","Sauvignon Blanc"
"51260","Spain",87,16,"Northern Spain","Verdejo"
"66909","New Zealand",89,16,"Hawke's Bay","Merlot"
"880","US",92,27,"California","Chardonnay"
"26678","Germany",95,142,"Rheingau","Riesling"
"45614","France",89,14,"Provence","Rosé"
"17152","Italy",86,14,"Sicily & Sardinia","Vermentino"
"4989","US",84,20,"New York","Riesling"
"11437","Spain",92,48,"Northern Spain","Mencía"
"128525","US",85,80,"California","Cabernet Sauvignon"
"89266","US",88,25,"California","Barbera"
"78700","Italy",86,12,"Southern Italy","Piedirosso"
"133503","US",87,15,"California","Chardonnay"
"37151","US",85,30,"California","Pinot Noir"
"70084","France",88,26,"Loire Valley","Sauvignon Blanc"
"2225","Italy",90,27,"Northeastern Italy","Sauvignon"
"78562","Portugal",88,15,"Lisboa","Touriga Nacional"
